id_registro,id_objeto,fuente,institucion,imagen_local,titulo_original,titulo_es_sugerido,descripcion_oficial,cultura,periodo,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,motivo_superficie,material,material_normalizado,tecnica,colores,color_dominante,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,descripcion,licencia,estado_metadata,estado_anotacion,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion,posible_duplicado_suave,origen_curacion,destino_curacion_final,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,categoria_revision_v2,motivo_revision_v2,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria,decision_curacion_final,motivo_curacion_final
MET-319574,319574,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_319574.jpg,Tunic,Túnica textil,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1400–1530. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 33 x  W. 30 in. (83.8 x 76.2 cm).,Inca,,1400–1530,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o composición visual útil detectada: ['tunic'],Camelid fiber,fibra de camélido; fibra textil,tejido,,,,,,,,,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1400–1530. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 33 x  W. 30 in. (83.8 x 76.2 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,True,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/319574,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,,,,,,,,
MET-313152,313152,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_313152.jpg,Tunic,Túnica textil,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1450–1550. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 22 x W. 34 in. (55.9 x 86.4 cm).,Inca,,1450–1550,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o composición visual útil detectada: ['tunic'],Camelid hair,fibra de camélido,tejido,,,,,,,,,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1450–1550. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 22 x W. 34 in. (55.9 x 86.4 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/313152,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,,,,,,,,
MET-307941,307941,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_307941.jpg,Bag Tassel,Bolsa textil,"Título oficial: Bag Tassel. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 8 x 15 3/4 in. (20.32 x 40.01 cm)
Other: 8 in. (20.32 cm).",Inca,,15th–16th century,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o composición visual útil detectada: ['bag'],"Camelid hair, cotton",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Bag Tassel. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 8 x 15 3/4 in. (20.32 x 40.01 cm)
Other: 8 in. (20.32 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/307941,"https://images.metmuseum.org/CRDImages/ao/original/DP18687_28.171.4,1.jpg",,,,,,,,
MET-308079,308079,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_308079.jpg,Tapestry Panel with Stars,Panel textil,"Título oficial: Tapestry Panel with Stars. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 6 3/4 x 9 3/4 in. (17.15 x 24.77 cm)
Other: 6 3/4 in. (17.15 cm).",Inca,,15th–16th century,Peru,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,"superficie amplia o composición visual útil detectada: ['panel', 'tapestry']","Camelid hair, cotton",algodón; fibra de camélido,tapiz; tejido,,,,,,,,,"Título oficial: Tapestry Panel with Stars. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 6 3/4 x 9 3/4 in. (17.15 x 24.77 cm)
Other: 6 3/4 in. (17.15 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,14.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/308079,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,,,,,,,,
MET-316939,316939,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_316939.jpg,Miniature Tunic,Túnica textil,"Título oficial: Miniature Tunic. Cultura registrada: Inca. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 4-1/2 in..",Inca,,14th–early 16th century,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o composición visual útil detectada: ['tunic'],"Cotton, camelid hair",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Miniature Tunic. Cultura registrada: Inca. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 4-1/2 in..",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/316939,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-003.jpg,,,,,,,,
MET-315690,315690,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_315690.jpg,Bag,Bolsa textil,"Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8-1/4 in..",Inca,,15th–16th century,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o composición visual útil detectada: ['bag'],"Camelid hair, cotton",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8-1/4 in..",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False,corpus_piloto_clean_actual,corpus_principal,,,,https://www.metmuseum.org/art/collection/search/315690,https://images.metmuseum.org/CRDImages/ao/original/DP18706_1987.394.642.jpg,,,,,,,,
,308078,,,,"Border fragment, figures with staves",,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308078,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316910,,,,Sash Fragment,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Sash fragment,Cotton,https://www.metmuseum.org/art/collection/search/316910,"https://images.metmuseum.org/CRDImages/ao/original/DP18680_1994.35.85,2.jpg",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316916,,,,Sash Fragments,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Sash fragment,Cotton,https://www.metmuseum.org/art/collection/search/316916,https://images.metmuseum.org/CRDImages/ao/original/DP18678_1994.35.91.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316915,,,,Sash Fragments,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Sash fragment,Cotton,https://www.metmuseum.org/art/collection/search/316915,"https://images.metmuseum.org/CRDImages/ao/original/DP18677_1994.35.90A,B.jpg",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308084,,,,Tapestry Border Fragment,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308084,https://images.metmuseum.org/CRDImages/ao/original/97502.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316894,,,,Sash Fragment with Fringe,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Sash fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/316894,https://images.metmuseum.org/CRDImages/ao/original/DP18602.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,316945,,,,Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border fragment,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/316945,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,314528,,,,Tunic with Diamond Band,,,Inca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tunic,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/314528,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,315708,,,,Band Fragment,,,Inca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/315708,https://images.metmuseum.org/CRDImages/ao/original/DP18703.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,313324,,,,Sleeveless Tunic,,,Inca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Tunic,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/313324,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1131_a.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308046,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Velvets,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308046,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,310511,,,,Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,"Cotton, pigment",https://www.metmuseum.org/art/collection/search/310511,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307853,,,,Embroidered Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308056,,,,Embroidered Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308056,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308106,,,,Embroidered Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308100,,,,Embroidered Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307682,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308057,,,,Embroidered Fragment with Figures,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308057,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308113,,,,Embroidered Fragment with Figure,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308113,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308048,,,,Embroidered Fragment with Figures,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308048,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,307852,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307852,https://images.metmuseum.org/CRDImages/ao/original/DP18481.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308034,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308034,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307679,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307679,https://images.metmuseum.org/CRDImages/ao/original/DP18487.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307851,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307851,https://images.metmuseum.org/CRDImages/ao/original/DP18456.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308036,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308036,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,307677,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307677,https://images.metmuseum.org/CRDImages/ao/original/DP18485.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308035,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308035,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308039,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308039,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308101,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308101,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308060,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308060,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308072,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308072,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308037,,,,Embroidered Border Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Border Fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308037,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,,pasar_a_corpus_principal,fragmento_textil_util
,308068,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308098,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
,308040,,,,Embroidered Mantle Fragment,,,Paracas,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_principal,Textiles-Woven,Mantle fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308040,https://images.metmuseum.org/CRDImages/ao/original/DP18451.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,,pasar_a_corpus_principal,superficie_textil_util
