fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,316860,Spindle,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316860,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,Peruvian textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,316859,Spindle,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Wood, paint",Height 11-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316859,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,Peruvian textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,316858,Spindle,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Wood, paint",Height 11-5/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316858,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,Peruvian textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,316861,Spindle,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Spindle,"Wood, paint",Height 10-1/8 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316861,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg,True,,,Peruvian textile,-6,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",1,3,2026-06-15
met,The Metropolitan Museum of Art,308125,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 16 1/4 in. (1.27 x 41.28 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308125,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308126,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 14 1/2 in. (1.27 x 36.83 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308126,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308127,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 14 3/4 in. (1.27 x 37.47 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308127,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308128,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 10 in. (1.27 x 25.4 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308128,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308124,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 3/4 x 16 in. (1.91 x 40.64 cm)
Other: 3/4 in. (1.91 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308124,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308130,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 12 in. (1.27 x 30.48 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308130,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308133,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1 x 28 1/4 in. (2.54 x 71.76 cm)
Other: 1 in. (2.54 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308133,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308132,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308132,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308134,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1 x 15 1/4 in. (2.54 x 38.74 cm)
Other: 1 in. (2.54 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308134,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308129,Skein of Camelid Hair,Objeto textil,Peruvian,,10th–16th century (?),Peru,,,,The Michael C. Rockefeller Wing,Textiles,Textil,Skein,Camelid hair,"Overall: 1/2 x 13 in. (1.27 x 33.02 cm)
Other: 1/2 in. (1.27 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308129,https://images.metmuseum.org/CRDImages/ao/original/97523.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97523.jpg,True,,,Peruvian textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,316943,Feathered Band,Objeto textil,Peruvian,,14th–early 16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,Textil,Band,"Cotton, feathers",Length 16-1/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316943,https://images.metmuseum.org/CRDImages/ao/original/DP18599.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18599.jpg,True,,,Peruvian textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2,0,2026-06-15
met,The Metropolitan Museum of Art,316914,Feathered Ornament,Objeto textil,Peruvian,,14th–early 16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,No textil,Ornament,"Cotton, feathers",Length 37 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316914,https://images.metmuseum.org/CRDImages/ao/original/DP101345b.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101345b.jpg,True,,,Peruvian textile,2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",2,2,2026-06-15
met,The Metropolitan Museum of Art,316916,Sash Fragments,Fragmento textil,Peruvian,,14th–early 16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash fragment,Cotton,Length (a) 21 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316916,https://images.metmuseum.org/CRDImages/ao/original/DP18678_1994.35.91.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18678_1994.35.91.jpg,True,,Human Figures,Peruvian textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,316915,Sash Fragments,Fragmento textil,Peruvian,,14th–early 16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash fragment,Cotton,Length (a) 41 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316915,"https://images.metmuseum.org/CRDImages/ao/original/DP18677_1994.35.90A,B.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18677_1994.35.90A,B.jpg",True,,Human Figures,Peruvian textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,315785,Hat,Objeto textil,Peruvian,,10th–16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Hat,Cotton,Length 7-3/32 in.,"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315785,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_705.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_705.jpg,True,,,Peruvian textile,10,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2,0,2026-06-15
met,The Metropolitan Museum of Art,315654,Copper Needle,Objeto textil,Peruvian,,before 16th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,No textil,Needle,Copper,Length 6 in. (15.2 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315654,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_606.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_606.jpg,True,,,Peruvian textile,2,excluido_no_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['copper']",1,1,2026-06-15
met,The Metropolitan Museum of Art,307836,Bag,Bolsa textil,Peruvian,,19th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 4 1/2 x 10 5/8 in. (11.43 x 26.99 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of Mrs. George W. Case, 1913","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307836,https://images.metmuseum.org/CRDImages/ao/original/DP101287.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101287.jpg,True,,,Peruvian textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307842,Bag,Bolsa textil,Peruvian,,10th–15th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,"Overall: 4 1/8 x 10 1/8 in. (10.46 x 25.72 cm)
Other: 4 1/8 in. (10.46 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307842,https://images.metmuseum.org/CRDImages/ao/original/DP18689.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18689.jpg,True,,,Peruvian textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308084,Tapestry Border Fragment,Fragmento textil,Peruvian,,10th–14th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 3 x 20 1/4 in. (7.62 x 51.44 cm)
Other: 3 in. (7.62 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308084,https://images.metmuseum.org/CRDImages/ao/original/97502.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/97502.jpg,True,,Human Figures,Peruvian textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,316940,Hat,Objeto textil,Peruvian,,7th–10th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Costumes,Textil,Hat,Camelid hair,H. 5 in. × W. 5 1/2 in. (12.7 × 14 cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316940,https://images.metmuseum.org/CRDImages/ao/original/DP18717.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18717.jpg,True,,,Peruvian textile,10,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2,0,2026-06-15
met,The Metropolitan Museum of Art,316955,Cap,Objeto textil,Peruvian,,7th–10th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Costumes,Textil,Hat,Camelid hair,Height 20 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316955,https://images.metmuseum.org/CRDImages/ao/original/DP-30089-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-30089-001.jpg,True,,,Peruvian textile,10,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2,0,2026-06-15
met,The Metropolitan Museum of Art,316931,Headband,Banda o vincha textil,Peruvian,,7th–10th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Headband,Camelid hair,Length 179 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316931,https://images.metmuseum.org/CRDImages/ao/original/1994.35.106_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.106_a.JPG,True,,,Peruvian textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,316894,Sash Fragment with Fringe,Fragmento textil,Peruvian,,7th–10th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash fragment,Camelid hair,Length 14-1/2 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316894,https://images.metmuseum.org/CRDImages/ao/original/DP18602.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18602.jpg,True,,,Peruvian textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,316961,Feathered Cap,Objeto textil,Peruvian,,900–1470 CE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,Textil,Hat,"Camelid hair, feathers",Height 11-3/4 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316961,https://images.metmuseum.org/CRDImages/ao/original/DP-30088-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-30088-001.jpg,True,,,Peruvian textile,10,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2,0,2026-06-15
met,The Metropolitan Museum of Art,320804,Hanging (?) Fragment,Fragmento textil,Peruvian,,late 16th–17th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Tapestry fragment,"Camelid hair, cotton",H. 48 x W. 23 in. (121.9 x 58.4 cm),"Gift of Gloria Granz Gonick, 2011","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/320804,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TR.489.2010_a.jpg,True,,,Peruvian textile,15,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tapestry'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",3,0,2026-06-15
met,The Metropolitan Museum of Art,316906,Tunic Fragment,Túnica textil,Peruvian,,7th–10th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Tunic fragment,"Cotton, camelid hair",Height 45-1/2 in.,"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316906,https://images.metmuseum.org/CRDImages/ao/original/1994.35.81.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.81.jpg,True,,,Peruvian textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,312943,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 11/16 × W. 4 1/8 × D. 1/4 in. (11.9 × 10.5 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312943,https://images.metmuseum.org/CRDImages/ao/original/DP-25877-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25877-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312942,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 1/4 × W. 4 9/16 × D. 1/4 in. (10.8 × 11.5 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312942,https://images.metmuseum.org/CRDImages/ao/original/DP-25876-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25876-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
met,The Metropolitan Museum of Art,312944,Textile ornament,Objeto textil,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 × W. 3 5/8 × D. 1/4 in. (10.2 × 9.2 × 0.6 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312944,https://images.metmuseum.org/CRDImages/ao/original/DP-25878-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25878-001.jpg,True,,,Peru textile,-13,excluido_no_textil,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",1,4,2026-06-15
