fuente,id_objeto,numero_acceso,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,tecnica_original,material_original,descripcion_original,url_objeto,url_imagen,decision_auditoria,motivo_auditoria,observacion_auditoria,incluir_en_corpus,subconjunto_corpus,calidad_visual,tipo_objeto_manual,cultura_manual,periodo_manual,notas_iconograficas,notas_tecnicas,revisor,fecha_revision
Cleveland Museum of Art,157112,,Double Cloth,"Peru, Recuay",400 BCE–700 CE,Textile,Textile,wool,,,https://clevelandart.org/art/1993.243,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Recuay",400 BCE–700 CE,,,,
Cleveland Museum of Art,160691,,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,Textile,alpaca wool,,,https://clevelandart.org/art/1998.52,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,,,,
Cleveland Museum of Art,160692,,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,Textile,alpaca wool,,,https://clevelandart.org/art/1998.53,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,,,,
Cleveland Museum of Art,163622,,Textile Fragment with Three Frontal Deities and Interlace Pattern,"Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",700–400 BCE,Textile,Textile,camelid fiber; double-cloth with structural embroidery,,,https://clevelandart.org/art/2005.13,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",700–400 BCE,,,,
Cleveland Museum of Art,163640,,"Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern","Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,Textile,camelid fiber; double-cloth with structural embroidery,,,https://clevelandart.org/art/2005.14,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,,,,
Cleveland Museum of Art,163676,,Textile Fragment with Interlace Pattern,"Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,Textile,camelid fiber and cotton; brocaded plain-weave,,,https://clevelandart.org/art/2005.15,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,,,,
Cleveland Museum of Art,163708,,Tunic with Profile Animals and Checkerboards,"Peru, South Coast, Paracas or Nasca?","410–540 CE (radiocarbon date, 93% probability)",Textile,Textile,cotton; dye-patterned plain weave,,,https://clevelandart.org/art/2005.16,https://openaccess-cdn.clevelandart.org/2005.16/2005.16_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas or Nasca?","410–540 CE (radiocarbon date, 93% probability)",,,,
Cleveland Museum of Art,163724,,Tunic with Double-headed Serpents,"Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people (700 BCE-1 CE)",400–200 BCE,Textile,Textile,cotton; gauze,,,https://clevelandart.org/art/2005.17,https://openaccess-cdn.clevelandart.org/2005.17/2005.17_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people (700 BCE-1 CE)",400–200 BCE,,,,
Cleveland Museum of Art,163758,,Panel from the End of a Sash,"Peru, South Coast, Paracas, Carhua or Chucho?",700–1 BCE,Textile,Textile,cotton; camelid fiber; tapestry and plain-weave,,,https://clevelandart.org/art/2005.18,https://openaccess-cdn.clevelandart.org/2005.18/2005.18_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas, Carhua or Chucho?",700–1 BCE,,,,
Cleveland Museum of Art,163781,,Fragment of a Mantle with Oculate Being,"Peru, South Coast, Paracas, Carhua?",200–1 BCE,Textile,Textile,cotton; double-cloth,,,https://clevelandart.org/art/2005.19,https://openaccess-cdn.clevelandart.org/2005.19/2005.19_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, South Coast, Paracas, Carhua?",200–1 BCE,,,,
Cleveland Museum of Art,164419,,"Peruvian Textiles: Mantle or Hanging, Loincloth, Turban, Padded Hat, Band with Tassels","Peru, North Coast, Chimú style, 1200-1460s",1405–1640,Textile,Textile,"cotton; plain weave, brocaded and complex alternating gauze with 3 or 5 shots of plain weave between gauze shots",,,https://clevelandart.org/art/2005.5,https://openaccess-cdn.clevelandart.org/2005.5/2005.5_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, North Coast, Chimú style, 1200-1460s",1405–1640,,,,
Cleveland Museum of Art,164421,,Loincloth,"Peru, North Coast, Chimú style, 1200–1460s","1425–1500 (radiocarbon date, 92.3% probability)",Garment,Garment,"cotton; plain weave, brocaded and complex alternating gauze with 5 shots of plain weave between gauze shots",,,https://clevelandart.org/art/2005.5.2,https://openaccess-cdn.clevelandart.org/2005.5.2/2005.5.2_web.jpg,aceptar_principal,mantener,,si,principal,,Garment,"Peru, North Coast, Chimú style, 1200–1460s","1425–1500 (radiocarbon date, 92.3% probability)",,,,
Cleveland Museum of Art,164428,,Tunic Fragments with Bird-Headed Creature,"Central Andes, Middle Horizon, Wari, 6th-11th century",600–1000,Textile,Textile,"Camelid fiber, cotton; tapestry weave",,,https://clevelandart.org/art/2005.53,https://openaccess-cdn.clevelandart.org/2005.53/2005.53_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Central Andes, Middle Horizon, Wari, 6th-11th century",600–1000,,,,
Cleveland Museum of Art,164429,,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,,https://clevelandart.org/art/2005.53.a,https://openaccess-cdn.clevelandart.org/2005.53.a/2005.53.a_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,,,,
Cleveland Museum of Art,164430,,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,,https://clevelandart.org/art/2005.53.b,https://openaccess-cdn.clevelandart.org/2005.53.b/2005.53.b_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,,,,
Cleveland Museum of Art,165184,,Tunic with Sacrificer,"South America, Peru, Central Andes, Middle Horizon, Wari people, 7th-11th century",600–1000,Textile,Textile,"camelid-fiber, cotton; tapestry weave",,,https://clevelandart.org/art/2007.179,https://openaccess-cdn.clevelandart.org/2007.179/2007.179_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"South America, Peru, Central Andes, Middle Horizon, Wari people, 7th-11th century",600–1000,,,,
Cleveland Museum of Art,165266,,Textile Fragments,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,,https://clevelandart.org/art/2007.2,https://openaccess-cdn.clevelandart.org/2007.2/2007.2_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Moche, north coast",c. 50–650 CE,,,,
Cleveland Museum of Art,165267,,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,,https://clevelandart.org/art/2007.2.1,https://openaccess-cdn.clevelandart.org/2007.2.1/2007.2.1_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Moche, north coast",c. 50–650 CE,,,,
Cleveland Museum of Art,165268,,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,,https://clevelandart.org/art/2007.2.2,https://openaccess-cdn.clevelandart.org/2007.2.2/2007.2.2_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Moche, north coast",c. 50–650 CE,,,,
Cleveland Museum of Art,165269,,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,,https://clevelandart.org/art/2007.2.3,https://openaccess-cdn.clevelandart.org/2007.2.3/2007.2.3_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Moche, north coast",c. 50–650 CE,,,,
Cleveland Museum of Art,166766,,Loincloth with Feather(?) Motifs,"Peru, Central Andes, Chimú or Chimú-Inka, 11th-16th century",1000–1532,Textile,Textile,"plain weave, tapestry weave; cotton, camelid fiber",,,https://clevelandart.org/art/2008.58,https://openaccess-cdn.clevelandart.org/2008.58/2008.58_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Central Andes, Chimú or Chimú-Inka, 11th-16th century",1000–1532,,,,
Cleveland Museum of Art,169189,,Tunic,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,Textile,Textile,white cotton; plain weave with supplementary weft brocading,,,https://clevelandart.org/art/2011.111.1,https://openaccess-cdn.clevelandart.org/2011.111.1/2011.111.1_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,,,,
Cleveland Museum of Art,292530,,Tunic with Frontal Figures,"Central Andes, Central Coast, Ychsma (Pachacamac) people",1400–1532,Textile,Textile,Cotton; slit tapestry weave,,,https://clevelandart.org/art/2016.267,https://openaccess-cdn.clevelandart.org/2016.267/2016.267_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Central Andes, Central Coast, Ychsma (Pachacamac) people",1400–1532,,,,
Cleveland Museum of Art,302272,,Sleeved Tunic,"Central Andes, central coast, Chancay people",1460s–1532,Textile,Textile,"Cotton, camelid fiber",,,https://clevelandart.org/art/2017.193,https://openaccess-cdn.clevelandart.org/2017.193/2017.193_web.jpg,aceptar_principal,mantener,,si,principal,,Textile,"Central Andes, central coast, Chancay people",1460s–1532,,,,
