fuente,id_objeto,numero_acceso,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,tecnica_original,material_original,descripcion_original,url_objeto,url_imagen,terminos_andinos_auto,terminos_textiles_auto,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria,incluir_en_corpus,subconjunto_corpus,calidad_visual,tipo_objeto_manual,cultura_manual,periodo_manual,notas_iconograficas,notas_tecnicas,revisor,fecha_revision
Cleveland Museum of Art,125095,1946.75,Mantle Corner Fragment,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,Textile,cotton and camelid fiber; plain weave with supplementary weft (brocade),,,https://clevelandart.org/art/1946.75,https://openaccess-cdn.clevelandart.org/1946.75/1946.75_web.jpg,peru; south coast; wari,camelid; cotton; fiber; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,126684,1949.12,Tunic with Profile Animal and Human Heads,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,Textile,tapestry weave: wool,,"Wari tunics are made of two long panels folded at the shoulder line and stitched together at center and side seams, with openings left for the head and arms. The looms on which the panels were woven measured about 80 x 20 inches, with the warps spanning the short dimension. Thus, the warps are horizontal rather than vertical in the garment as it was worn. This orientation is unusual and seems to have influenced the construction of later Inca tunics. In this example, the imagery comprises two profile heads that alternate, one a human and the other an animal that may represent a deer or a bat. Such tunics were luxury goods worn only by privileged individuals.",https://clevelandart.org/art/1949.12,https://openaccess-cdn.clevelandart.org/1949.12/1949.12_web.jpg,inca; peru; south coast; wari,garment; textile; tunic; wool; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,128454,1951.393,Half Tunic,"Peru, South Coast, Inca Culture, Colonial Period, 16th century",16th century,Textile,Textile,interlocked tapestry; cotton and wool,,"The ""t'oqapu"" waistband and the deep V-yoke were standard decorations of Inca tunics. However, the fantastic animals represented in the yoke and the floral motifs in the main field identify this tunic as dating after the Spanish Conquest in 1532.",https://clevelandart.org/art/1951.393,https://openaccess-cdn.clevelandart.org/1951.393/1951.393_web.jpg,inca; peru; south coast,cotton; textile; tunic; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,130555,1953.288,Large Cloth,"Peru, North Coast, Chimu-Inka","1460–1632 (radiocarbon date, 95% probability)",Textile,Textile,"plain tabby, brocaded: wool and cotton",,,https://clevelandart.org/art/1953.288,https://openaccess-cdn.clevelandart.org/1953.288/1953.288_web.jpg,chimu; north coast; peru,cloth; cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,134395,1956.84,Tunic,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Textile,Textile,tapestry; interlocked wefts and areas of eccentric weaving: wool and cotton,,,https://clevelandart.org/art/1956.84,https://openaccess-cdn.clevelandart.org/1956.84/1956.84_web.jpg,peru; south coast; wari,cotton; textile; tunic; weaving; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,134604,1957.136,Tunic,"Peru, Inca, 15th-16th century",c. 1400–1540,Textile,Textile,tapestry; cotton and camelid fiber,,"Finely woven interlocked tapestry garments were a privilege of the nobility within the Inca Empire. Such garments were made throughout the vast Inca territory by women of noble families, by professional weavers, and by the Aclla (Chosen Women). These specialists lived in cloistered communities and served the state by brewing beer and weaving fine cloth. The products of their labor were redistributed by the Inca state as prized gifts to loyal vassals and allies. The standardized decorative scheme of this tunic, known as the Inca Key, is one of the most common Inca tunic patterns.",https://clevelandart.org/art/1957.136,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,inca; peru,camelid; cloth; cotton; fiber; textile; tunic; weaving; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,134765,1957.340,Fragment,"Peru, South Coast, Nasca-Huari style",c. 600–700,Textile,Textile,interlocking warp and weft: wool,,,https://clevelandart.org/art/1957.340,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,huari; nasca; peru; south coast,textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,134948,1957.495,Tapestry Square Panel,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,Tapestry,Tapestry,tapestry with interlocked wefts: wool and cotton,,,https://clevelandart.org/art/1957.495,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,peru; south coast; wari,cotton; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,137312,1962.240,Embroidered Fragment,"Peru, South Coast, Paracas",c. 650–100 BCE,Embroidery,Embroidery,wool embroidery on wool tabby ground,,,https://clevelandart.org/art/1962.240,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,paracas; peru; south coast,wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,149062,1977.190,Fragment,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,tapestry: cotton and wool,,,https://clevelandart.org/art/1977.190,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,chancay; peru,cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,152258,1985.139,Two Textile Fragment with Fanged Heads,"Peru, South Coast, Ica Valley, Chavín style",500–200 BCE,Textile,Textile,cotton: plain weave patterned by fiber-wrapped warps and supplementary wefts,,"These two rare fragments of equal size and mounted side by side feature fanged heads connected by a fanged mouth band. Each band ascends as a column above a rectangular, disembodied eye that implies the original presence of large figures or heads beneath the bands. Fanged heads are common markers of the supernatural in Chavín art, an early style that developed in the highlands of Peru. The original textile may have served as a ceremonial wall hanging.",https://clevelandart.org/art/1985.139,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,peru; south coast,cotton; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,152334,1985.193,Mantle Border Fragment with Oculate Being,"Peru, South Coast, Paracas (Cavernas) style (700 BCE–1 CE)",200 BCE–200 CE,Embroidery,Embroidery,"camelid fiber, embroidery over foundation cloth",,"This border fragment features a supernatural being apparently at the center of a religion that swept the south coast during the final stages of the Paracas culture. Known as the Oculate Being after its huge eyes, it is affiliated with fertility and violence—note the darts it holds in one hand. Both large and small versions of the being are embroidered on the fragment, which likely comes from the border of a large, rectangular, shawl-like garment known as a mantle.",https://clevelandart.org/art/1985.193,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,paracas; peru; south coast,camelid; cloth; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,152819,1985.7,Two Tapestry-woven Panel Fragments,"Central Andes, North Coast, Chimú people",1000–1460s,Tapestry,Tapestry,"camelid fiber and cotton, tapestry weave",,"These two fragments, mounted side-by-side, come from the Chimú (<em>chee-</em><strong><em>moo</em></strong>) Empire of Peru’s north coast. Each features horizontal rows containing four frontal figures. The rows alternate with wider registers, each with an H shape that represents a litter seen from above. A form of transport reserved for only the most esteemed members of society, the litter would have been carried by human porters via poles at each corner. Scattered around each are small creatures, including birds, a fish (located beneath), and two insect-like creatures posed as if they were carrying the litter. The objects hovering above the litter have not been identified.",https://clevelandart.org/art/1985.7,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,andes; north coast; peru,camelid; cotton; fiber; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,155505,1990.225,Textile Fragment,"Peru, North Coast, 9th-12th Century",800–1100,Textile,Textile,"slit tapestry, cotton warp, camelid-fiber wefts",,,https://clevelandart.org/art/1990.225,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,north coast; peru,camelid; cotton; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,155934,1991.223,Tapestry Fragment,"Peru, North Coast, Lambayeque (Sicán) people",700–1370s,Tapestry,Tapestry,"camelid fiber and cotton, tapestry weave",,"The prominent figure with an elaborate headdress duplicated on this brightly colored fragment is known today as a “Lord,” a term that reveals uncertainty about his identity but confidence in his prestige. Whether a king or a deity, he was crucially important to the north coast Lambayeque (lahm-buy-YEK-kay) (Sicán) people, who often portrayed him in a wide range of media. The geometric motif that repeats in the nine central squares is unidentified.",https://clevelandart.org/art/1991.223,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,north coast; peru,camelid; cotton; fiber,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,156237,1992.103,Tapestry Panel,"Peru, Central Coast, Chancay-Chimú style, 11th-15th century",1000–1460s,Tapestry,Tapestry,"camelid fiber and cotton, tapestry weave",,"The design of this panel depends on the repetition of a single motif: a small, geometricized head set inside a stepped V, which seems to represent the stylized bodies and wings of two birds. This motif, woven in different color combinations, alternates between up and down to form a sophisticated interlocking pattern that has no proper top and bottom. The panel probably once belonged to a garment.",https://clevelandart.org/art/1992.103,https://openaccess-cdn.clevelandart.org/1992.103/1992.103_web.jpg,chancay; peru,camelid; cotton; fiber; garment; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,157111,1993.242,Triple Cloth,"Peru, Recuay",400 BCE–700 CE,Textile,Textile,triple cloth: wool,,,https://clevelandart.org/art/1993.242,https://openaccess-cdn.clevelandart.org/1993.242/1993.242_web.jpg,peru,cloth; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,157112,1993.243,Double Cloth,"Peru, Recuay",400 BCE–700 CE,Textile,Textile,wool,,,https://clevelandart.org/art/1993.243,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,peru,cloth; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,160691,1998.52,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,Textile,alpaca wool,,,https://clevelandart.org/art/1998.52,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,north coast; peru; south coast,textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,160692,1998.53,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,Textile,alpaca wool,,,https://clevelandart.org/art/1998.53,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,north coast; peru; south coast,textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163622,2005.13,Textile Fragment with Three Frontal Deities and Interlace Pattern,"Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",700–400 BCE,Textile,Textile,camelid fiber; double-cloth with structural embroidery,,"This textile fragment and (2005.14), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",https://clevelandart.org/art/2005.13,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,andean; paracas; peru; south coast,camelid; cloth; fiber; garment; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163640,2005.14,"Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern","Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,Textile,camelid fiber; double-cloth with structural embroidery,,"This textile fragment and (2005.13), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",https://clevelandart.org/art/2005.14,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,andean; paracas; peru; south coast,camelid; cloth; fiber; garment; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163676,2005.15,Textile Fragment with Interlace Pattern,"Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,Textile,camelid fiber and cotton; brocaded plain-weave,,,https://clevelandart.org/art/2005.15,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,paracas; peru; south coast,camelid; cotton; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163708,2005.16,Tunic with Profile Animals and Checkerboards,"Peru, South Coast, Paracas or Nasca?","410–540 CE (radiocarbon date, 93% probability)",Textile,Textile,cotton; dye-patterned plain weave,,"The imagery in the central field of this unique tunic—animals with long tails and three-toed feet—seems to have been created by painting a slurry-like material on the pale areas to protect them when the fabric was immersed in a bath that turned other areas light brown. Then the slurry was removed, revealing the pattern. The checkerboard areas at the sides, on the other hand, are woven with brown and cream-colored yarns. Specialists puzzle over the origins of the tunic, some attributing it to the Paracas (700 BCE–1 CE) and others to the Nasca (100 BCE–650 CE), who sprang from Paracas roots.",https://clevelandart.org/art/2005.16,https://openaccess-cdn.clevelandart.org/2005.16/2005.16_web.jpg,nasca; paracas; peru; south coast,cotton; textile; tunic; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163724,2005.17,Tunic with Double-headed Serpents,"Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people (700 BCE-1 CE)",400–200 BCE,Textile,Textile,cotton; gauze,,"Gauze weave was used to pattern this tunic with interlocking, double-headed serpents that may <br>have had mythical or supernatural significance. By manipulating the density of the fabric to create the design, the weaver may have sidestepped a limitation of cotton, which did not readily take dyes.",https://clevelandart.org/art/2005.17,https://openaccess-cdn.clevelandart.org/2005.17/2005.17_web.jpg,paracas; peru; south coast,cotton; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163758,2005.18,Panel from the End of a Sash,"Peru, South Coast, Paracas, Carhua or Chucho?",700–1 BCE,Textile,Textile,cotton; camelid fiber; tapestry and plain-weave,,,https://clevelandart.org/art/2005.18,https://openaccess-cdn.clevelandart.org/2005.18/2005.18_web.jpg,paracas; peru; south coast,camelid; cotton; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,163781,2005.19,Fragment of a Mantle with Oculate Being,"Peru, South Coast, Paracas, Carhua?",200–1 BCE,Textile,Textile,cotton; double-cloth,,,https://clevelandart.org/art/2005.19,https://openaccess-cdn.clevelandart.org/2005.19/2005.19_web.jpg,paracas; peru; south coast,cloth; cotton; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,164419,2005.5,"Peruvian Textiles: Mantle or Hanging, Loincloth, Turban, Padded Hat, Band with Tassels","Peru, North Coast, Chimú style, 1200-1460s",1405–1640,Textile,Textile,"cotton; plain weave, brocaded and complex alternating gauze with 3 or 5 shots of plain weave between gauze shots",,"Although these textiles are similar in appearance and technical features, it is not clear that they were found or used together. They are said to come from the region of Chan Chan, the capital of the Chimú Empire. To see the record for each, click “see all set records,” above.",https://clevelandart.org/art/2005.5,https://openaccess-cdn.clevelandart.org/2005.5/2005.5_web.jpg,north coast; peru; peruvian,cotton; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,164421,2005.5.2,Loincloth,"Peru, North Coast, Chimú style, 1200–1460s","1425–1500 (radiocarbon date, 92.3% probability)",Garment,Garment,"cotton; plain weave, brocaded and complex alternating gauze with 5 shots of plain weave between gauze shots",,"Loincloths were basic men’s wear in ancient Peru. But the extraordinary size of some examples—this one is about eight feet long, unfolded—makes it difficult to know how they were worn, except that they were tied around the waist with the decorated panels hanging at the front and back of the body. The appearance may have been that of a billowing skirt.",https://clevelandart.org/art/2005.5.2,https://openaccess-cdn.clevelandart.org/2005.5.2/2005.5.2_web.jpg,north coast; peru,cotton; garment,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,164428,2005.53,Tunic Fragments with Bird-Headed Creature,"Central Andes, Middle Horizon, Wari, 6th-11th century",600–1000,Textile,Textile,"Camelid fiber, cotton; tapestry weave",,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53,https://openaccess-cdn.clevelandart.org/2005.53/2005.53_web.jpg,andes; wari,camelid; cotton; fiber; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,164429,2005.53.a,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53.a,https://openaccess-cdn.clevelandart.org/2005.53.a/2005.53.a_web.jpg,andes; wari,camelid; cotton; fiber; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,164430,2005.53.b,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53.b,https://openaccess-cdn.clevelandart.org/2005.53.b/2005.53.b_web.jpg,andes; wari,camelid; cotton; fiber; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,165184,2007.179,Tunic with Sacrificer,"South America, Peru, Central Andes, Middle Horizon, Wari people, 7th-11th century",600–1000,Textile,Textile,"camelid-fiber, cotton; tapestry weave",,"An extremely abstract supernatural sacrifice repeats in different colors and orientations across the body of this tunic, which was shortened on one side in antiquity. Look for the toothy black-and-white mouth in the sacrificer's upward-gazing head; other facial features include a button nose and a vertically divided eye. The figure holds the L-shaped haft of an axe behind its back and, at the front of its body, a short staff with a severed, upside-down human head on the top.",https://clevelandart.org/art/2007.179,https://openaccess-cdn.clevelandart.org/2007.179/2007.179_web.jpg,andes; peru; wari,camelid; cotton; fiber; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,165266,2007.2,Textile Fragments,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,"These fragments are rare survivors of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. Each depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2,https://openaccess-cdn.clevelandart.org/2007.2/2007.2_web.jpg,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,165267,2007.2.1,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.1,https://openaccess-cdn.clevelandart.org/2007.2.1/2007.2.1_web.jpg,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,165268,2007.2.2,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.2,https://openaccess-cdn.clevelandart.org/2007.2.2/2007.2.2_web.jpg,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,165269,2007.2.3,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,Textile,cotton and camelid fiber,,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.3,https://openaccess-cdn.clevelandart.org/2007.2.3/2007.2.3_web.jpg,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,166766,2008.58,Loincloth with Feather(?) Motifs,"Peru, Central Andes, Chimú or Chimú-Inka, 11th-16th century",1000–1532,Textile,Textile,"plain weave, tapestry weave; cotton, camelid fiber",,,https://clevelandart.org/art/2008.58,https://openaccess-cdn.clevelandart.org/2008.58/2008.58_web.jpg,andes; peru,camelid; cotton; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,169189,2011.111.1,Tunic,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,Textile,Textile,white cotton; plain weave with supplementary weft brocading,,"This garment embodies an important principle of the Chimú textile aesthetic: a love of combining different textures, some dense and sculptural and others so open and airy they are nearly invisible. (The hand-spun yarns are only .1 to .2 millimeters in diameter.) It also elegantly articulates the simplified, spare visual vocabulary that the Chimú favored, here geometric motifs.",https://clevelandart.org/art/2011.111.1,https://openaccess-cdn.clevelandart.org/2011.111.1/2011.111.1_web.jpg,peru,cotton; garment; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,292530,2016.267,Tunic with Frontal Figures,"Central Andes, Central Coast, Ychsma (Pachacamac) people",1400–1532,Textile,Textile,Cotton; slit tapestry weave,,"This tunic was made by weavers of the Ychsma (<strong><em>yeach</em></strong><em>-mah</em>) people, who were affiliated with Pachacamac, a vast religious center that housed an oracle. The figures repeated across its composition may represent important ancestors or high-ranking members of society. The tunic likely dates to the period after the Inka Empire conquered Ychsma coastal territory, eventually becoming the largest Indigenous empire to have existed in the ancient Americas.",https://clevelandart.org/art/2016.267,https://openaccess-cdn.clevelandart.org/2016.267/2016.267_web.jpg,andes,cotton; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,302272,2017.193,Sleeved Tunic,"Central Andes, central coast, Chancay people",1460s–1532,Textile,Textile,"Cotton, camelid fiber",,"The Chancay (<strong><em>chan</em></strong><em>-kai</em>) people of Peru’s central coast created one of the ancient Andes’s best-known textile legacies through artistically elaborate men’s tunics and loin cloths, women’s dresses and headcloths, and shawl-like mantles. Two traits indicate that this tunic is a high-prestige garment: its labor-intensive tapestry-woven technique and its substantial use of alpaca fiber imported from the adjacent highlands.",https://clevelandart.org/art/2017.193,https://openaccess-cdn.clevelandart.org/2017.193/2017.193_web.jpg,andes; chancay; peru,camelid; cotton; fiber; garment; textile; tunic; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
